Gene ID,Genomic Location (Gene),Gene Name or Symbol
PF3D7_1030100,"Pf3D7_10_v3:1,223,717..1,229,643(-)",PRP22
PF3D7_1030200,"Pf3D7_10_v3:1,229,987..1,233,020(-)",CLAMP
PF3D7_1030300,"Pf3D7_10_v3:1,233,044..1,238,180(-)",N/A
PF3D7_1030400,"Pf3D7_10_v3:1,241,767..1,242,977(-)",N/A
PF3D7_1030500,"Pf3D7_10_v3:1,243,547..1,245,815(+)",RPN9
PF3D7_1030600,"Pf3D7_10_v3:1,245,421..1,247,811(-)",KAE1
PF3D7_1030700,"Pf3D7_10_v3:1,248,115..1,249,462(+)",N/A
PF3D7_1030800,"Pf3D7_10_v3:1,249,480..1,250,925(+)",N/A
PF3D7_1030900,"Pf3D7_10_v3:1,251,151..1,251,807(-)",P28
PF3D7_1031000,"Pf3D7_10_v3:1,253,373..1,254,412(-)",P25
PF3D7_1031100,"Pf3D7_10_v3:1,254,553..1,256,102(-)",N/A
PF3D7_1031200,"Pf3D7_10_v3:1,256,560..1,258,903(+)",MORN1
PF3D7_1031300,"Pf3D7_10_v3:1,259,098..1,263,892(+)",N/A
PF3D7_1031400,"Pf3D7_10_v3:1,263,906..1,269,524(+)",OTU
PF3D7_1031400,"Pf3D7_10_v3:1,263,906..1,269,524(+)",OTU
PF3D7_1031500,"Pf3D7_10_v3:1,269,537..1,274,166(+)",DDX3X
PF3D7_1031600,"Pf3D7_10_v3:1,274,939..1,280,545(+)",GEXP15
PF3D7_1031700,"Pf3D7_10_v3:1,280,547..1,282,279(+)",I3
PF3D7_1031800,"Pf3D7_10_v3:1,282,058..1,284,276(-)",N/A
PF3D7_1031900,"Pf3D7_10_v3:1,284,588..1,287,287(-)",N/A
PF3D7_1032000,"Pf3D7_10_v3:1,287,320..1,290,508(-)",RimM
PF3D7_1032100,"Pf3D7_10_v3:1,292,394..1,298,406(+)",DCP1
PF3D7_1032200,"Pf3D7_10_v3:1,298,327..1,299,141(-)",N/A
PF3D7_1032300,"Pf3D7_10_v3:1,299,692..1,302,667(+)",N/A
PF3D7_1032400,"Pf3D7_10_v3:1,302,298..1,305,315(-)",PIGA
PF3D7_1032500,"Pf3D7_10_v3:1,305,485..1,308,052(-)",Der1-2
PF3D7_1032600,"Pf3D7_10_v3:1,308,244..1,310,077(+)",N/A
PF3D7_1032700,"Pf3D7_10_v3:1,310,085..1,313,049(-)",N/A
PF3D7_1032800,"Pf3D7_10_v3:1,313,214..1,315,135(-)",LRR1
PF3D7_1032900,"Pf3D7_10_v3:1,315,145..1,321,148(-)",N/A
PF3D7_1033000,"Pf3D7_10_v3:1,321,359..1,323,742(+)",HPR1
PF3D7_1033100,"Pf3D7_10_v3:1,323,813..1,331,955(-)",AdoMetDC/ODC
PF3D7_1033200,"Pf3D7_10_v3:1,333,997..1,336,551(+)",ETRAMP10.2
PF3D7_1033300,"Pf3D7_10_v3:1,337,559..1,339,195(-)",N/A
PF3D7_1033400,"Pf3D7_10_v3:1,339,140..1,341,120(+)",HAD1
PF3D7_1033500,"Pf3D7_10_v3:1,341,631..1,344,010(+)",WDR70
PF3D7_1033600,"Pf3D7_10_v3:1,344,081..1,347,509(-)",CEF1
PF3D7_1033700,"Pf3D7_10_v3:1,347,681..1,350,687(+)",BDP1
PF3D7_1033800,"Pf3D7_10_v3:1,351,197..1,353,284(+)",N/A
PF3D7_1033900,"Pf3D7_10_v3:1,354,427..1,357,118(-)",N/A
PF3D7_1034000,"Pf3D7_10_v3:1,359,257..1,361,309(-)",SLY1
PF3D7_1034100,"Pf3D7_10_v3:1,362,149..1,363,069(-)",N/A
PF3D7_1034200,"Pf3D7_10_v3:1,363,474..1,364,118(+)",RPL27
PF3D7_1034300,"Pf3D7_10_v3:1,365,099..1,366,691(+)",TLAP2
PF3D7_1034400,"Pf3D7_10_v3:1,366,770..1,369,652(-)",SDHA
PF3D7_1034500,"Pf3D7_10_v3:1,369,717..1,376,708(+)",N/A
PF3D7_1034600,"Pf3D7_10_v3:1,376,452..1,377,978(-)",IF3b
PF3D7_1034700,"Pf3D7_10_v3:1,378,257..1,379,876(+)",N/A
PF3D7_1034800,"Pf3D7_10_v3:1,379,950..1,382,660(+)",N/A
PF3D7_1034900,"Pf3D7_10_v3:1,383,164..1,386,554(+)",MRScyt
PF3D7_1035000,"Pf3D7_10_v3:1,386,295..1,390,034(-)",N/A
PF3D7_1035100,"Pf3D7_10_v3:1,391,390..1,393,405(+)",N/A
PF3D7_1035200,"Pf3D7_10_v3:1,393,856..1,397,323(+)",N/A
PF3D7_1035300,"Pf3D7_10_v3:1,398,801..1,403,741(+)",GLURP
PF3D7_1035400,"Pf3D7_10_v3:1,403,807..1,406,234(+)",MSP3
PF3D7_1035500,"Pf3D7_10_v3:1,406,658..1,409,053(+)",MSP6
PF3D7_1035600,"Pf3D7_10_v3:1,409,095..1,410,806(+)",H101
PF3D7_1035700,"Pf3D7_10_v3:1,412,641..1,416,363(+)",DBLMSP
PF3D7_1035800,"Pf3D7_10_v3:1,419,703..1,423,290(+)",M712
PF3D7_1035900,"Pf3D7_10_v3:1,423,666..1,425,959(+)",MAAP
PF3D7_1036000,"Pf3D7_10_v3:1,426,843..1,429,332(+)",MSP11
PF3D7_1036300,"Pf3D7_10_v3:1,432,498..1,434,786(+)",DBLMSP2
PF3D7_1036400,"Pf3D7_10_v3:1,436,316..1,439,804(+)",LSA1
PF3D7_1036500,"Pf3D7_10_v3:1,440,686..1,443,875(+)",N/A
PF3D7_1036600,"Pf3D7_10_v3:1,444,154..1,446,062(+)",N/A
PF3D7_1036700,"Pf3D7_10_v3:1,445,542..1,447,915(-)",PhLP2
PF3D7_1036800,"Pf3D7_10_v3:1,447,919..1,451,772(-)",AT1
PF3D7_1036900,"Pf3D7_10_v3:1,452,558..1,460,998(-)",N/A
PF3D7_1037000,"Pf3D7_10_v3:1,461,927..1,469,867(+)",REV3
PF3D7_1037100,"Pf3D7_10_v3:1,469,672..1,472,655(-)",PyKII
PF3D7_1037200,"Pf3D7_10_v3:1,473,514..1,476,860(+)",N/A
PF3D7_1037300,"Pf3D7_10_v3:1,476,917..1,480,703(-)",AAC1
PF3D7_1037400,"Pf3D7_10_v3:1,481,557..1,486,315(-)",N/A
PF3D7_1037500,"Pf3D7_10_v3:1,487,741..1,490,305(+)",DYN2
PF3D7_1037600,"Pf3D7_10_v3:1,490,767..1,494,398(+)",XPB
PF3D7_1037700,"Pf3D7_10_v3:1,495,330..1,496,999(+)",ERH
PF3D7_1037800,"Pf3D7_10_v3:1,497,096..1,502,155(-)",N/A
PF3D7_1037900,"Pf3D7_10_v3:1,502,362..1,504,802(-)",N/A
PF3D7_1038000,"Pf3D7_10_v3:1,504,966..1,507,544(+)",N/A
PF3D7_1038000,"Pf3D7_10_v3:1,504,966..1,507,544(+)",N/A
PF3D7_1038100,"Pf3D7_10_v3:1,507,084..1,510,762(-)",N/A
PF3D7_1038200,"Pf3D7_10_v3:1,511,160..1,512,081(+)",N/A
PF3D7_1038300,"Pf3D7_10_v3:1,512,190..1,514,416(-)",N/A
PF3D7_1038400,"Pf3D7_10_v3:1,518,290..1,548,390(+)",Pf11-1
PF3D7_1038500,"Pf3D7_10_v3:1,547,991..1,550,117(-)",N/A
PF3D7_1038600,"Pf3D7_10_v3:1,551,088..1,553,687(-)",N/A
PF3D7_1038700,"Pf3D7_10_v3:1,553,957..1,555,870(-)",N/A
PF3D7_1038800,"Pf3D7_10_v3:1,556,587..1,561,332(+)",N/A
PF3D7_1038900,"Pf3D7_10_v3:1,561,978..1,564,670(+)",N/A
PF3D7_1039000,"Pf3D7_10_v3:1,567,784..1,572,695(+)",FIKK10.2
PF3D7_1039100,"Pf3D7_10_v3:1,574,060..1,575,948(+)",N/A
PF3D7_1039200,"Pf3D7_10_v3:1,576,441..1,576,991(-)",N/A
PF3D7_1039400,"Pf3D7_10_v3:1,587,152..1,588,498(-)",N/A
PF3D7_1039600,"Pf3D7_10_v3:1,590,146..1,590,973(+)",EPF1
PF3D7_1039700,"Pf3D7_10_v3:1,591,578..1,592,367(-)",MC-2TM
PF3D7_1039800,"Pf3D7_10_v3:1,594,503..1,595,277(-)",EPF3
PF3D7_1039900,"Pf3D7_10_v3:1,596,487..1,597,605(+)",EPF4
PF3D7_1040000,"Pf3D7_10_v3:1,599,900..1,601,077(+)",RIF
PF3D7_1040100,"Pf3D7_10_v3:1,602,935..1,603,989(+)",RIF
PF3D7_1040200,"Pf3D7_10_v3:1,605,876..1,607,228(+)",N/A
PF3D7_1040300,"Pf3D7_10_v3:1,609,063..1,610,422(+)",RIF
PF3D7_1040400,"Pf3D7_10_v3:1,612,530..1,613,735(+)",RIF
PF3D7_1040500,"Pf3D7_10_v3:1,615,804..1,617,070(+)",RIF
PF3D7_1040600,"Pf3D7_10_v3:1,619,086..1,620,244(+)",RIF
PF3D7_1040700,"Pf3D7_10_v3:1,622,368..1,623,684(+)",RIF
PF3D7_1040800,"Pf3D7_10_v3:1,625,772..1,626,824(+)",RIF
PF3D7_1040900,"Pf3D7_10_v3:1,628,914..1,630,023(+)",RIF
PF3D7_1041000,"Pf3D7_10_v3:1,632,398..1,633,665(+)",RIF
PF3D7_1041100,"Pf3D7_10_v3:1,635,596..1,636,779(+)",RIF
PF3D7_1041200,"Pf3D7_10_v3:1,639,171..1,640,518(+)",RIF
PF3D7_1041300,"Pf3D7_10_v3:1,642,401..1,649,948(-)",VAR
PF3D7_1100100,"Pf3D7_11_v3:24,160..31,598(+)",VAR
PF3D7_1100200,"Pf3D7_11_v3:32,666..42,386(-)",VAR
PF3D7_1100300,"Pf3D7_11_v3:45,056..46,233(+)",RIF
PF3D7_1100400,"Pf3D7_11_v3:48,112..49,307(+)",RIF
PF3D7_1100500,"Pf3D7_11_v3:51,623..52,751(-)",RIF
PF3D7_1100600,"Pf3D7_11_v3:54,423..55,371(-)",N/A
PF3D7_1100700,"Pf3D7_11_v3:56,792..57,840(+)",N/A
PF3D7_1100800,"Pf3D7_11_v3:59,294..60,395(+)",MC-2TM
PF3D7_1100900,"Pf3D7_11_v3:60,928..61,769(-)",EPF1
PF3D7_1101000,"Pf3D7_11_v3:64,441..64,842(+)",N/A
PF3D7_1101100,"Pf3D7_11_v3:66,686..67,965(-)",RIF
PF3D7_1101200,"Pf3D7_11_v3:70,081..71,289(-)",RIF
PF3D7_1101300,"Pf3D7_11_v3:73,244..74,442(-)",RIF
PF3D7_1101400,"Pf3D7_11_v3:76,820..78,000(-)",RIF
PF3D7_1101500,"Pf3D7_11_v3:80,306..81,424(-)",EPF4
PF3D7_1101600,"Pf3D7_11_v3:82,633..83,415(+)",EPF3
PF3D7_1101700,"Pf3D7_11_v3:85,629..86,418(+)",MC-2TM
PF3D7_1101800,"Pf3D7_11_v3:87,041..87,889(-)",EPF1
PF3D7_1101900,"Pf3D7_11_v3:90,446..90,874(+)",N/A
PF3D7_1102100,"Pf3D7_11_v3:104,300..104,852(+)",N/A
PF3D7_1102200,"Pf3D7_11_v3:105,357..107,235(-)",ECIJP
PF3D7_1102300,"Pf3D7_11_v3:109,829..111,884(-)",N/A
PF3D7_1102400,"Pf3D7_11_v3:114,236..118,021(-)",PPCS
PF3D7_1102500,"Pf3D7_11_v3:118,504..122,768(-)",GEXP02
PF3D7_1102600,"Pf3D7_11_v3:123,216..124,749(-)",GEXP14
PF3D7_1102700,"Pf3D7_11_v3:127,762..130,186(+)",ETRAMP11.1
PF3D7_1102800,"Pf3D7_11_v3:129,265..132,824(-)",ETRAMP11.2
PF3D7_1102900,"Pf3D7_11_v3:136,578..137,625(+)",N/A
PF3D7_1103000,"Pf3D7_11_v3:138,646..139,034(+)",N/A
PF3D7_1103100,"Pf3D7_11_v3:139,700..141,251(-)",RPP1
PF3D7_1103200,"Pf3D7_11_v3:143,353..143,425(+)",N/A
PF3D7_1103300,"Pf3D7_11_v3:144,841..144,939(-)",N/A
PF3D7_1103400,"Pf3D7_11_v3:145,836..151,037(+)",SufD
PF3D7_1103500,"Pf3D7_11_v3:151,196..154,519(-)",N/A
PF3D7_1103600,"Pf3D7_11_v3:156,062..158,420(+)",ALP2a
PF3D7_1103700,"Pf3D7_11_v3:159,527..161,502(+)",CK2beta1
PF3D7_1103800,"Pf3D7_11_v3:162,259..174,387(+)",NOT1-G
PF3D7_1103900,"Pf3D7_11_v3:175,047..175,501(+)",N/A
PF3D7_1104000,"Pf3D7_11_v3:175,085..178,257(-)",N/A
PF3D7_1104100,"Pf3D7_11_v3:178,821..181,341(-)",SYN13
PF3D7_1104200,"Pf3D7_11_v3:182,007..187,692(-)",SNF2L
PF3D7_1104300,"Pf3D7_11_v3:190,492..195,121(-)",N/A
PF3D7_1104400,"Pf3D7_11_v3:196,227..198,859(+)",Trx-mero
PF3D7_1104500,"Pf3D7_11_v3:199,103..201,037(-)",N/A
PF3D7_1104600,"Pf3D7_11_v3:202,330..204,261(+)",N/A
PF3D7_1104700,"Pf3D7_11_v3:204,272..205,928(-)",RPC25
PF3D7_1104700,"Pf3D7_11_v3:204,272..205,928(-)",RPC25
PF3D7_1104800,"Pf3D7_11_v3:206,335..210,051(+)",N/A
PF3D7_1104900,"Pf3D7_11_v3:212,772..220,288(+)",N/A
PF3D7_1105000,"Pf3D7_11_v3:219,926..223,878(-)",H4
PF3D7_1105100,"Pf3D7_11_v3:225,227..226,943(+)",H2B
PF3D7_1105200,"Pf3D7_11_v3:228,159..231,014(-)",WDR8
PF3D7_1105300,"Pf3D7_11_v3:231,469..234,881(-)",N/A
PF3D7_1105400,"Pf3D7_11_v3:235,266..238,856(-)",RPS4
PF3D7_1105500,"Pf3D7_11_v3:239,262..241,179(+)",CEN4
PF3D7_1105600,"Pf3D7_11_v3:240,616..245,317(-)",PTEX88
PF3D7_1105700,"Pf3D7_11_v3:246,768..249,431(+)",RTCB
PF3D7_1105800,"Pf3D7_11_v3:250,276..253,352(+)",N/A
PF3D7_1105900,"Pf3D7_11_v3:254,523..254,921(+)",N/A
PF3D7_1106000,"Pf3D7_11_v3:255,011..257,735(-)",RUVB2
PF3D7_1106100,"Pf3D7_11_v3:258,508..259,998(+)",N/A
PF3D7_1106200,"Pf3D7_11_v3:260,554..263,407(+)",N/A
PF3D7_1106300,"Pf3D7_11_v3:262,911..266,839(-)",XRN1
PF3D7_1106400,"Pf3D7_11_v3:267,237..268,354(+)",N/A
PF3D7_1106500,"Pf3D7_11_v3:268,176..274,697(-)",N/A
PF3D7_1106600,"Pf3D7_11_v3:275,163..279,995(+)",N/A
PF3D7_1106700,"Pf3D7_11_v3:279,803..283,029(-)",DNA2
PF3D7_1106800,"Pf3D7_11_v3:283,337..289,495(+)",pTKL
PF3D7_1106900,"Pf3D7_11_v3:289,667..290,290(+)",N/A
PF3D7_1107000,"Pf3D7_11_v3:290,954..292,740(+)",LSM4
PF3D7_1107100,"Pf3D7_11_v3:293,534..297,356(+)",N/A
PF3D7_1107200,"Pf3D7_11_v3:297,359..301,207(+)",N/A
PF3D7_1107300,"Pf3D7_11_v3:300,943..316,691(-)",PAIP1
PF3D7_1107400,"Pf3D7_11_v3:317,615..319,552(-)",RAD51
PF3D7_1107500,"Pf3D7_11_v3:319,592..321,540(-)",N/A
PF3D7_1107600,"Pf3D7_11_v3:321,886..325,323(-)",N/A
PF3D7_1107700,"Pf3D7_11_v3:326,603..329,176(+)",PES
PF3D7_1107800,"Pf3D7_11_v3:328,877..336,810(-)",ApiAP2
PF3D7_1107900,"Pf3D7_11_v3:343,913..349,351(-)",MSCS
PF3D7_1108000,"Pf3D7_11_v3:351,860..354,337(+)",N/A
PF3D7_1108100,"Pf3D7_11_v3:355,724..360,711(+)",N/A
PF3D7_1108200,"Pf3D7_11_v3:360,881..362,238(+)",DTD
PF3D7_1108300,"Pf3D7_11_v3:362,243..363,831(+)",PCD
PF3D7_1108400,"Pf3D7_11_v3:363,945..366,461(+)",CK2alpha
PF3D7_1108500,"Pf3D7_11_v3:366,977..369,608(+)",SCS-alpha
PF3D7_1108600,"Pf3D7_11_v3:369,068..371,707(-)",ERC
PF3D7_1108700,"Pf3D7_11_v3:372,099..376,865(-)",Pfj2
PF3D7_1108800,"Pf3D7_11_v3:377,740..378,396(+)",N/A
PF3D7_1108900,"Pf3D7_11_v3:378,740..380,796(+)",N/A
PF3D7_1109000,"Pf3D7_11_v3:381,154..381,259(-)",N/A
PF3D7_1109100,"Pf3D7_11_v3:382,557..387,277(-)",N/A
PF3D7_1109200,"Pf3D7_11_v3:387,748..389,620(-)",N/A
PF3D7_1109300,"Pf3D7_11_v3:390,441..390,508(-)",N/A
PF3D7_1109400,"Pf3D7_11_v3:390,055..394,326(-)",ENP1
PF3D7_1109500,"Pf3D7_11_v3:391,061..391,145(-)",N/A
PF3D7_1109600,"Pf3D7_11_v3:391,758..391,840(-)",N/A
PF3D7_1109700,"Pf3D7_11_v3:392,510..392,712(-)",N/A
PF3D7_1109800,"Pf3D7_11_v3:395,252..395,336(-)",N/A
PF3D7_1109900,"Pf3D7_11_v3:396,205..398,339(+)",RPL36
PF3D7_1110000,"Pf3D7_11_v3:398,442..399,490(+)",N/A
PF3D7_1110100,"Pf3D7_11_v3:400,063..403,317(+)",C2DMA
PF3D7_1110200,"Pf3D7_11_v3:405,087..410,073(+)",PRPF6
PF3D7_1110300,"Pf3D7_11_v3:409,782..412,622(-)",N/A
PF3D7_1110400,"Pf3D7_11_v3:412,246..420,738(+)",N/A
PF3D7_1110500,"Pf3D7_11_v3:421,374..425,853(+)",VPS35
PF3D7_1110600,"Pf3D7_11_v3:425,857..427,801(-)",N/A
PF3D7_1110700,"Pf3D7_11_v3:427,896..430,361(+)",ALP1
PF3D7_1110800,"Pf3D7_11_v3:429,897..431,828(-)",N/A
PF3D7_1110900,"Pf3D7_11_v3:431,833..434,308(-)",N/A
PF3D7_1111000,"Pf3D7_11_v3:434,474..436,923(+)",NSUN2
PF3D7_1111100,"Pf3D7_11_v3:436,628..438,959(-)",RFC5
PF3D7_1111200,"Pf3D7_11_v3:439,250..441,856(-)",N/A
PF3D7_1111300,"Pf3D7_11_v3:442,112..444,385(-)",BOS1
PF3D7_1111400,"Pf3D7_11_v3:444,782..445,807(-)",N/A
PF3D7_1111500,"Pf3D7_11_v3:445,809..446,947(-)",N/A
PF3D7_1111600,"Pf3D7_11_v3:448,912..451,698(+)",N/A
PF3D7_1111700,"Pf3D7_11_v3:451,922..455,003(-)",N/A
PF3D7_1111800,"Pf3D7_11_v3:455,313..457,030(+)",N/A
PF3D7_1111900,"Pf3D7_11_v3:457,356..459,438(+)",N/A
PF3D7_1112000,"Pf3D7_11_v3:459,454..461,568(+)",N/A
PF3D7_1112100,"Pf3D7_11_v3:461,766..469,974(+)",N/A
PF3D7_1112200,"Pf3D7_11_v3:470,541..471,608(+)",COQ4
PF3D7_1112300,"Pf3D7_11_v3:471,687..474,753(-)",N/A
PF3D7_1112400,"Pf3D7_11_v3:475,347..476,522(+)",N/A
PF3D7_1112500,"Pf3D7_11_v3:476,989..478,637(+)",N/A
PF3D7_1112600,"Pf3D7_11_v3:478,651..481,414(-)",N/A
PF3D7_1112700,"Pf3D7_11_v3:481,830..485,831(+)",N/A
PF3D7_1112800,"Pf3D7_11_v3:486,329..487,666(+)",N/A
PF3D7_1112900,"Pf3D7_11_v3:487,814..490,238(-)",N/A
PF3D7_1113000,"Pf3D7_11_v3:491,069..510,781(+)",N/A
PF3D7_1113100,"Pf3D7_11_v3:510,703..516,323(-)",PRL
PF3D7_1113200,"Pf3D7_11_v3:516,403..518,420(+)",N/A
PF3D7_1113300,"Pf3D7_11_v3:518,688..520,690(+)",UGT
PF3D7_1113400,"Pf3D7_11_v3:521,020..522,963(-)",DSK2
PF3D7_1113500,"Pf3D7_11_v3:523,510..526,869(+)",N/A
PF3D7_1113600,"Pf3D7_11_v3:526,884..529,092(+)",N/A
PF3D7_1113700,"Pf3D7_11_v3:529,103..530,687(+)",GLO1
PF3D7_1113800,"Pf3D7_11_v3:530,740..533,858(-)",N/A
PF3D7_1113900,"Pf3D7_11_v3:534,973..536,499(-)",MAPK2
PF3D7_1114000,"Pf3D7_11_v3:537,647..538,297(+)",N/A
PF3D7_1114100,"Pf3D7_11_v3:539,792..542,025(+)",ROM1
PF3D7_1114100,"Pf3D7_11_v3:539,792..542,025(+)",ROM1
PF3D7_1114200,"Pf3D7_11_v3:542,108..546,077(-)",N/A
PF3D7_1114300,"Pf3D7_11_v3:546,632..546,979(+)",N/A
PF3D7_1114400,"Pf3D7_11_v3:547,383..549,296(-)",N/A
PF3D7_1114500,"Pf3D7_11_v3:549,849..551,943(+)",N/A
PF3D7_1114600,"Pf3D7_11_v3:552,259..553,266(+)",N/A
PF3D7_1114700,"Pf3D7_11_v3:553,917..559,114(+)",CLK3
PF3D7_1114800,"Pf3D7_11_v3:558,924..561,433(-)",G3PDH
PF3D7_1114900,"Pf3D7_11_v3:561,660..569,505(+)",N/A
PF3D7_1115000,"Pf3D7_11_v3:569,509..570,889(+)",N/A
PF3D7_1115100,"Pf3D7_11_v3:570,914..573,409(-)",N/A
PF3D7_1115200,"Pf3D7_11_v3:574,690..580,622(+)",SET7
PF3D7_1115300,"Pf3D7_11_v3:580,697..583,509(-)",FP2B
PF3D7_1115400,"Pf3D7_11_v3:583,893..586,325(-)",FP3
PF3D7_1115500,"Pf3D7_11_v3:586,991..589,755(+)",ApiAP2
PF3D7_1115600,"Pf3D7_11_v3:589,237..591,038(-)",CYP19B
PF3D7_1115700,"Pf3D7_11_v3:591,136..594,805(-)",FP2A
PF3D7_1115800,"Pf3D7_11_v3:595,116..598,541(-)",N/A
PF3D7_1115900,"Pf3D7_11_v3:598,674..602,767(+)",DHHC9
PF3D7_1116000,"Pf3D7_11_v3:602,440..607,471(-)",RON4
PF3D7_1116100,"Pf3D7_11_v3:607,683..615,009(-)",N/A
PF3D7_1116200,"Pf3D7_11_v3:615,730..617,191(-)",PDX2
PF3D7_1116200,"Pf3D7_11_v3:615,730..617,191(-)",PDX2
PF3D7_1116300,"Pf3D7_11_v3:617,528..620,150(+)",CYP19C
PF3D7_1116400,"Pf3D7_11_v3:619,245..622,345(-)",SEC12
PF3D7_1116500,"Pf3D7_11_v3:622,544..626,072(+)",FT2
PF3D7_1116600,"Pf3D7_11_v3:626,070..629,940(-)",STT3
PF3D7_1116700,"Pf3D7_11_v3:630,359..634,006(-)",DPAP1
PF3D7_1116800,"Pf3D7_11_v3:635,806..641,374(-)",HSP101
PF3D7_1116900,"Pf3D7_11_v3:644,100..645,537(-)",N/A
PF3D7_1117000,"Pf3D7_11_v3:646,922..651,343(-)",N/A
PF3D7_1117100,"Pf3D7_11_v3:652,399..654,424(+)",UCH54
PF3D7_1117200,"Pf3D7_11_v3:654,762..660,420(+)",N/A
PF3D7_1117300,"Pf3D7_11_v3:661,949..662,633(+)",N/A
PF3D7_1117400,"Pf3D7_11_v3:663,535..665,778(+)",N/A
PF3D7_1117500,"Pf3D7_11_v3:666,027..667,977(-)",TyrRSapi
PF3D7_1117600,"Pf3D7_11_v3:668,095..670,115(+)",ICT1
PF3D7_1117600,"Pf3D7_11_v3:668,095..670,115(+)",ICT1
PF3D7_1117700,"Pf3D7_11_v3:670,173..673,050(-)",RAN
PF3D7_1117800,"Pf3D7_11_v3:673,771..677,584(-)",MLH
PF3D7_1117900,"Pf3D7_11_v3:677,741..683,573(+)",N/A
PF3D7_1118000,"Pf3D7_11_v3:683,845..685,616(-)",N/A
PF3D7_1118100,"Pf3D7_11_v3:686,272..688,530(+)",AP1S
PF3D7_1118200,"Pf3D7_11_v3:688,128..692,106(-)",N/A
PF3D7_1118300,"Pf3D7_11_v3:693,215..699,458(+)",N/A
PF3D7_1118400,"Pf3D7_11_v3:699,508..702,063(-)",HAD4
PF3D7_1118500,"Pf3D7_11_v3:702,276..705,399(+)",NOP56
PF3D7_1118600,"Pf3D7_11_v3:704,987..707,585(-)",MYST
PF3D7_1118700,"Pf3D7_11_v3:707,860..713,551(-)",MLC-B
PF3D7_1118800,"Pf3D7_11_v3:714,095..716,553(-)",ARC40
PF3D7_1118900,"Pf3D7_11_v3:716,730..718,412(+)",N/A
PF3D7_1119000,"Pf3D7_11_v3:718,042..720,478(-)",N/A
PF3D7_1119100,"Pf3D7_11_v3:720,555..722,354(+)",N/A
PF3D7_1119200,"Pf3D7_11_v3:722,046..723,551(-)",N/A
PF3D7_1119300,"Pf3D7_11_v3:724,087..725,951(-)",U2AF1
PF3D7_1119400,"Pf3D7_11_v3:726,905..735,137(+)",N/A
PF3D7_1119500,"Pf3D7_11_v3:736,057..737,776(+)",N/A
PF3D7_1119600,"Pf3D7_11_v3:738,041..742,201(-)",N/A
PF3D7_1119700,"Pf3D7_11_v3:743,663..746,472(+)",N/A
PF3D7_1119800,"Pf3D7_11_v3:746,560..747,902(-)",ASF1
PF3D7_1119900,"Pf3D7_11_v3:748,255..755,195(+)",SEC16
PF3D7_1120000,"Pf3D7_11_v3:755,951..760,604(+)",N/A
PF3D7_1120100,"Pf3D7_11_v3:760,859..763,812(+)",PGM1
PF3D7_1120200,"Pf3D7_11_v3:764,390..766,081(+)",N/A
PF3D7_1120300,"Pf3D7_11_v3:766,084..768,879(+)",MIT1
PF3D7_1120400,"Pf3D7_11_v3:768,725..771,841(-)",N/A
PF3D7_1120500,"Pf3D7_11_v3:771,490..775,327(+)",N/A
PF3D7_1120600,"Pf3D7_11_v3:775,233..783,909(-)",N/A
PF3D7_1120700,"Pf3D7_11_v3:783,924..789,129(-)",N/A
PF3D7_1120800,"Pf3D7_11_v3:789,560..790,262(+)",N/A
PF3D7_1120900,"Pf3D7_11_v3:790,267..791,082(+)",HSBP
PF3D7_1121000,"Pf3D7_11_v3:792,188..794,151(+)",DHHC3
PF3D7_1121100,"Pf3D7_11_v3:793,500..800,524(-)",N/A
PF3D7_1121200,"Pf3D7_11_v3:800,552..801,465(-)",N/A
PF3D7_1121300,"Pf3D7_11_v3:801,809..808,198(-)",TKL2
PF3D7_1121400,"Pf3D7_11_v3:810,210..812,290(+)",N/A
PF3D7_1121500,"Pf3D7_11_v3:812,583..814,130(-)",N/A
PF3D7_1121600,"Pf3D7_11_v3:814,343..818,094(-)",EXP1
PF3D7_1121700,"Pf3D7_11_v3:818,268..822,945(+)",GCN20
PF3D7_1121800,"Pf3D7_11_v3:823,239..829,313(-)",N/A
PF3D7_1121900,"Pf3D7_11_v3:835,823..837,872(-)",PDK1
PF3D7_1122000,"Pf3D7_11_v3:837,912..840,125(-)",N/A
PF3D7_1122100,"Pf3D7_11_v3:840,282..842,499(-)",GPI16
PF3D7_1122200,"Pf3D7_11_v3:842,501..845,743(-)",JmjC3
PF3D7_1122300,"Pf3D7_11_v3:846,929..848,014(+)",N/A
PF3D7_1122400,"Pf3D7_11_v3:848,748..852,976(+)",N/A
PF3D7_1122500,"Pf3D7_11_v3:852,985..859,371(+)",KIC10
PF3D7_1122600,"Pf3D7_11_v3:859,451..868,220(+)",N/A
PF3D7_1122700,"Pf3D7_11_v3:868,275..869,789(-)",N/A
PF3D7_1122800,"Pf3D7_11_v3:871,050..877,707(+)",CDPK6
PF3D7_1122900,"Pf3D7_11_v3:878,969..895,273(+)",N/A
PF3D7_1123000,"Pf3D7_11_v3:895,885..906,868(-)",N/A
PF3D7_1123100,"Pf3D7_11_v3:909,056..916,804(+)",CDPK7
PF3D7_1123200,"Pf3D7_11_v3:917,394..921,163(+)",LRR11
PF3D7_1123300,"Pf3D7_11_v3:921,384..924,526(+)",N/A
PF3D7_1123400,"Pf3D7_11_v3:924,653..927,965(+)",ERF3
PF3D7_1123500,"Pf3D7_11_v3:928,601..933,649(-)",GP2
PF3D7_1123600,"Pf3D7_11_v3:934,715..938,597(+)",N/A
